"GEO_ID","id"
"S1703_C01_023M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C01_024E","Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C01_024M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C01_025E","Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C01_025M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C01_026E","Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C01_026M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C01_027E","Estimate!!Total!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C01_027M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C01_028E","Estimate!!Total!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C01_028M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C01_029E","Estimate!!Total!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C01_029M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C01_030E","Estimate!!Total!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C01_030M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C01_031E","Estimate!!Total!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C01_031M","Margin of Error!!Total MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C01_032E","Estimate!!Total!!WORK STATUS!!Population 16 to 64 years"
"S1703_C01_032M","Margin of Error!!Total MOE!!WORK STATUS!!Population 16 to 64 years"
"S1703_C01_033E","Estimate!!Total!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C01_033M","Margin of Error!!Total MOE!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C01_034E","Estimate!!Total!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C01_034M","Margin of Error!!Total MOE!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C01_035E","Estimate!!Total!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C01_035M","Margin of Error!!Total MOE!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C02_001E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined"
"S1703_C02_001M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined"
"S1703_C02_002E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C02_002M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C02_003E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C02_003M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C02_004E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C02_004M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C02_005E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C02_005M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C02_006E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C02_006M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C02_007E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C02_007M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C02_008E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C02_008M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C02_009E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C02_009M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C02_010E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C02_010M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C02_011E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C02_011M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C02_012E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C02_012M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C02_013E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C02_013M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C02_014E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C02_014M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C02_015E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C02_015M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C02_016E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C02_016M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C02_017E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C02_017M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C02_018E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C02_018M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C02_019E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C02_019M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C02_020E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C02_020M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C02_021E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C02_021M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C02_022E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C02_022M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C02_023E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C02_023M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C02_024E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C02_024M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C02_025E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C02_025M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C02_026E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C02_026M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C02_027E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C02_027M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C02_028E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C02_028M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C02_029E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C02_029M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C02_030E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C02_030M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C02_031E","Estimate!!Less than 50 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C02_031M","Margin of Error!!Less than 50 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C02_032E","Estimate!!Less than 50 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years"
"S1703_C02_032M","Margin of Error!!Less than 50 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years"
"S1703_C02_033E","Estimate!!Less than 50 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C02_033M","Margin of Error!!Less than 50 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C02_034E","Estimate!!Less than 50 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C02_034M","Margin of Error!!Less than 50 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C02_035E","Estimate!!Less than 50 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C02_035M","Margin of Error!!Less than 50 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C03_001E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined"
"S1703_C03_001M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined"
"S1703_C03_002E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C03_002M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C03_003E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C03_003M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C03_004E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C03_004M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C03_005E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C03_005M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C03_006E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C03_006M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C03_007E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C03_007M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C03_008E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C03_008M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C03_009E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C03_009M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C03_010E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C03_010M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C03_011E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C03_011M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C03_012E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C03_012M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C03_013E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C03_013M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C03_014E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C03_014M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C03_015E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C03_015M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C03_016E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C03_016M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C03_017E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C03_017M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C03_018E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C03_018M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C03_019E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C03_019M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C03_020E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C03_020M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C03_021E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C03_021M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C03_022E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C03_022M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C03_023E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C03_023M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C03_024E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C03_024M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C03_025E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C03_025M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C03_026E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C03_026M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
